prompt,completion
Earhart is fuckken gaay now,Attacking Behavior
like song like MV love WG HAPPY BIRTHDAY TOP,Safe/Neutral
Sorry you re wrong Eric church is the best If you re gonna dish out on her and be mean then atleast learn how to spell surgery righr dumbass You ve had to much ice cream cream cream cream Why is she so cocky lately,Attacking Behavior
You are all asshole Srsly i say like 98 of these THIS IS SO TRUE Love you bates This is nice,Attacking Behavior
howw did u builtt it thaTS MYY NAMEEE dESEREE prodigy 3 1 48 hahhaaa funni lol singss gudd i likee he beat by dr dre 3 10 lol he is soo gudd uumm omg urr gudd this is my dawg dont like this song it suckz dawg he sucks love this song this dance waz awsome dang i loved the dance yall punks i think tyler sucks lol ur sis is soo cutee,Safe/Neutral
This is awesome Stupid cunt Love seeing scum bag criminals being killed What was the shootout for though What were they wanted for What a moron Only dude thats talented on the radio i havent heard one shitty nas song,Attacking Behavior
OMG I LOVE AIDEN NOW JUST BECAUSE HE LIKED TMNT 3 WE HAVE THE SAME FAVORITE TURTLE 3 pause at 4 48 matt has a creeper smile gonin on Rupert Grint Has a massive wand xD i would like to see this wand Louis,Attacking Behavior
i would be very mad justin tried to keeping it cool but that girl was being annoying af people hating on this video are clearly stupid,Attacking Behavior
monceverastegui I cant understand the minute 4 01 can someone explain me Please I love you will Omg Your spanish is so good 3 She was nervous Thats why she don t sound so good but i love her voice And she is nice and so naturally nice 3 Selena,Safe/Neutral
oh wow i also chose 41 days and hysterie as my 2 favorite songs of their albums O O Luhan hair flip at the end,Safe/Neutral
neva heard of this whitey fellow em ripped him apart I LIKE YOUR VOICE weird My one and only GOD why do u blame God for this u freak he is nit being funnyhe is acting like a dumm ass ur a lil bit weird we are truly the reason i thank God for everything 5 stars man you look like vanessa hudgens and samantha boscarino HAHAHA,Safe/Neutral
she is such a good singer i wish i could sing that good and to you who say its gay your sooooooooooooooo funny any way love you avery LOL that is so cute and so funny cute i agree its spongbob you are a wonderful singer if only if only Gerard is such a drama queen What does SMH mean Radio station please It d be like Pinkie Pie when she had straight hair LOL My little romance My chemical pony,Safe/Neutral
Makes me want a kitty now lol Too the mothertrucker who decied to recorda man take his last breath while being attacked i hope u die a slow and painful death wat kind of idiot whould sit there nd record nd not even try to help I mean u could have at least thrown a rock or something But noooo u decied to zoom in to capture the whole aspect of his death Shake my head Maybe its just my heart for people that allows me to care regardless if u do or dont U could have done better MOREEE,Emotional Distress
those look like tracks i liked the song lol wow YOU SUCK lmao look at the cute dog lol FINALLY chris brown vs cm punk is her eyes lightning up oo rihanna voice crackin thats gay LMAO lol lmao that s funny he done got cute and i dnt evan like just bieber but i like this song lmao it won t be so cute if the glass just shatters and it bites da baby s head off oh wait lol he sound like ludacris too lol she got happy ova dat friend request lmao dang get out they house da fuck,Attacking Behavior
This summer I ll probably be putting up a BUNCH of videos So I guess I m taking song requests Just send me a message and I ll try to learn to the song and yeah,Safe/Neutral
what is your number hes ssoo hot boo miss my lil man,Safe/Neutral
MY SOUL IS COMPLETED BECAUSE FINN IS SINGING BABY,Safe/Neutral
woaaah u get loads of stufff D merry xmas i have been crazy about this song since i got the album and im so glad its now a video woohoo 3 i love you p nk saaaaammeee,Safe/Neutral
Love this song Do you think putting a thick tank top underneath this will look ok I have to be in dress code when I wear this She s precious So awkward sad You re so dramatic Your skin before makeup doesn t even look that bad And everybody has large pores somewhere This is a fantastic song 3 What a great song This is so cool I love it This is amazing I love them so much,Safe/Neutral
The anotation wasnt going away Anyone else have that problem what season is 2 31 2 36 Haha Don t poop a French Fry MeXyCaT back off He hasn t had sugar in about 2 to 3 weeks Byee I m waiting for the new blog to be up So excited Love you guys you gorgeous,Safe/Neutral
djesi watafak boli me kurac jelena YOU,Safe/Neutral
good song good sound i love u pique,Safe/Neutral
I m with you Wow you re 6th Shaycarl is 11th Amazing I see that studying has come to make you insane as it does Aid miladon sa eed ya Youssef I love you braid I like your glasses you frustrated fuck So what if you were matching the bra and the scarf Rocking the kurta and bandana and nose piercing love it You re so insanely fucking stupid D You re hilarious D You re funny I m sure you ll get more subscribers,Attacking Behavior
To agapw auto to kommati at 4 40 she s not kissing a woman but a man and he s not very well shaved xaxa to pitsiriki stin arxi einai oooooooooollllllllllaaaaaaaaaaaa ta leftaaaaaaaaaaaaaaaa,Safe/Neutral
how often do you update dude I ve liked all your Zelda stuff i would like to see mor of that in the future ilove how byou decided to spice things up with a guitar very nice i couldn t stop laughing when the cat scared it s self lol your really boring cock block Grow a penis,Safe/Neutral
thats what she gets thats what she gets thats what she gets,Safe/Neutral
i love your songs cher love leah hi omg love your hair do u do make up i love hair style plus love make up love eye shaddowxxxxxxxxxxxxxxxx from nicole ennis do u do make up please please respans hay i love your songs justin GIVE ME YOUR NOMBER love the song,Safe/Neutral
So I just got done watching all of these vids and I finished corpse party the other day and can t believe I haven t heard of this guy before 3 Kris you re so cute on the camera 3 you just got a new subscriber Omgzzzzx thi5 guy suckzzzzz lolz,Safe/Neutral
listend to this for like an hour whaahahahaha favorite indeed one of my favorites,Safe/Neutral
we love you Gaza epic i love her forever adeh bila la nk jadi pro cmni huhu so cute get well soon Allahu rabbi perkongsian yg saya kira sgt bagus terima kasih sudah setahun baru direply komen nya ya hihi salam ukhwah saudara love this song so much 3 tips yg bagus suka sangat tp belum ada bran lg takutttt good job semashur the last three kids are very nice love it __ 3 good job doc HAHA xD,Safe/Neutral
Awesome video guys i think you navy boys should stick to the sex tapes IMO pfffft this movie has Tasmania portrayed so wrong not one tassie in this movie had 2 heads WTF dude chill out its a 9 year old do you feel so bad in your self that you need to put down a child Abbi keep practicing one day you will be a huge star no matter what any one else says if you want it keep practicing good luck and thank you for the video my daughters loved it,Safe/Neutral
apa ini ciri hari kiamat jajok den hahhahahahahajust wanna saywhat was she thinking about when making this video What she does not see herself in this video itu tkhnik ciptabagi ke temen temen lo ya,Safe/Neutral
I miss Duffy Don t like this one and I never realised you had a lisp Love it Michelle s the worst singer anyway But I want it now Is she holding her nose Goosebumps Awww I love her I love that song so much Ronan Griffin Well she just did cover it and smashed it so shhhhhh,Safe/Neutral
alfarches gmail com,Safe/Neutral
FUCK THE POLICE THEY GET AWAY WIT EVERYTHING THEY DO NO MATTER WHAT IT IS IF YOUR NOT A PIG YOUR GOING DOWN THATS WHY THE WORLD IS SO FUCK UP NOW THAT COULDNT HAVE BEEN ME BOY IT WOULD BEEN THE OTHER WAY AROUND FUCKING PIG FUCK THE PIGS FUCK THE PIG ALL THEM PIGS AND THE SHOT HIM,Attacking Behavior
she sucks at this girl should be on the worst poo song OMG how did he even git on america fucking idol well do you know i love this fucking song,Attacking Behavior
KOSTON FOOTNOTES rene is always tapping their shoulders when he asks them questions WazzupNOOB sucks man nba 2k13 anyone,Safe/Neutral
Jep D Using jetpack BFBC2 hmm I cant aim that fast with any perk I only get hitmarks weird btw using pc You could run trough the map before that grenade explodes Ice Cube talkin at 0 54 Yep sounds retarted where the fp are you Those shoes ruin it xD If u were from USA u wouldn t have that fail english so cool story bro Bad Game Good Video,Safe/Neutral
ok podaj nick posta i jak chcesz gra moje mikro c S dobre strony ale take ze tego patchu ale i tak zajebicie si gra z znajomymi P To by kole z symulatorem Raczej tak Super xD Zarbiste Kocham To 3 Jak zwykle super Nie Graem Jak wszystko byo ok Ale teraz gram w Aion Free To Play Na kanale mam film P 4 Gb Film 2 godziny Photo Shop Zapraszam do mnie A gdzie cycki c I Like this Ta babka to teemo z nowym skinem,Safe/Neutral
Dude was that a big cock floating around the crowd If so that is everything and then some haha p Yo your comment made me shed a tear yo sad shit hahahaicipher1926 To be crystal clear love i posted from my phone and didnt realize it autofilled it so get your panties out of your ass lol I am a MEGADETH fan and have many tshirts and cds and even a few posters so slow your roll sweety have a fabulous day,Safe/Neutral
It s anti bullying week and your all say their writing shit on a very successful celebrity s video about how he has less views and that he s gay and a fag Nice one guys Way to friggin go,Attacking Behavior
Bloody fantastic love The Cabs tucking great track just a shame no proper new album,Safe/Neutral
Haha ska bli din strsta fljare och strsta fan 3 Gnul Detta r just den dansen vi ska dansa p lussedansen i skolan MEN GUD DET R JU DEN SKOLAN JAG GR I HAHA,Safe/Neutral
Powerful Keep shining ladies frostbitepup87 Lmao Lol Very nice u showed me an easier way thx Law u did that my pillow wet wit tears lol Thank u sooo much Keep the video s coming please Omg ya ll are TOOOO funny lmao I am def a fan lol So he basically letting us no that he really wasn t into her like that off rip then they got CAUGHT UPshe got pregnanthe got other shit going on so he not trying to hear dat hmmm,Safe/Neutral
Bambino He clearly just won the ball Har jag sagt ngot annat I haven t watched this vlog yet but I hope Jesse will propose in it jenapvp I think PAUSE AT 10 30 THERE IS A FACE BEHIND JESSE LOOK AN INCH TO THE LEFT OF JESSE S FACE,Safe/Neutral
C est dingue qu en France on n en entend pas parler de ce tube et le clip est gnial,Safe/Neutral
quando mi manca casa e il mare io ho la medicina Pino che mi accompagna da una vita con la sua musica guardo indietro e penso per dio sono cresciuto insieme a lui I wonder When human bean will experience the music we had from the late 70 to the 1990 probably never again Bryan to add on the list of the great artist of the 80 s,Safe/Neutral
